Analysis,GOID,Title,Date,Source Type,Authors,Publication ID,Publication Title,Publisher City,Publisher Province,ISBN,URL
worthwhile,3195859007,"China tops global ranking of overall nuclear power capacity, report says",2025-04-29,Newspapers,"['Zheng, Xin']",2030555,China Daily,BEIJING,,,https://www.proquest.com/docview/3195859007
unrelated,3196004284,Dear next prime minister: We’re an Arctic nation and must invest accordingly,2025-04-28,Newspapers,"['Pence, Eliot', 'Ferguson, Iris']",46323,The Globe and Mail,Toronto,Ontario,,https://www.proquest.com/docview/3196004284
worthwhile,3196048402,"Cyprus Business Now: Nuclear energy, Hellenic Bank, Oev, CySEC",2025-04-29,Newspapers,,38707,Cyprus Mail,Camden,DE,,https://www.proquest.com/docview/3196048402
risk,3196128087,Labor must do more after poll,2025-04-30,Newspapers,,2040384,The Australian Financial Review,Pyrmont,NSW,,https://www.proquest.com/docview/3196128087
risk,3196571694,Spain power cut ‘caused by solar farm failures’,2025-04-29,Newspapers,,1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3196571694
worthwhile,3196571783,"Net zero is ‘doomed to fail’, Blair tells Starmer",2025-04-29,Newspapers,"['Martin, Daniel']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3196571783
unrelated,3196708107,​How would Britain cope without electricity? Very badly,2025-04-29,Newspapers,"['Oliphant, Roland']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3196708107
unrelated,3196728358,'Chaos and rationing' - the reality of a total grid failure,2025-04-30,Newspapers,,33554,The Daily Telegraph,Tonbridge,,,https://www.proquest.com/docview/3196728358
worthwhile,3196946079,Tide turning on politics of climate,2025-05-01,Newspapers,,44841,Sydney Morning Herald,Sydney,New South Wales,,https://www.proquest.com/docview/3196946079
worthwhile,3196949418,Tide turning on politics of climate,2025-05-01,Newspapers,,43154,The Age,Sydney,New South Wales,,https://www.proquest.com/docview/3196949418
worthwhile,3197818630,India: Consultative Committee of the Members of Parliament for the Ministry of Power held on the subject- Roadmap for Development of Nuclear Power Generation,2025-05-01,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3197818630
worthwhile,3197953915,Green Ed must go [Scot Region],2025-05-01,Newspapers,,46329,Daily Mail,London,,,https://www.proquest.com/docview/3197953915
worthwhile,3197954238,Green Ed must go ED Miliband likes to think of himself as,2025-05-01,Newspapers,,46329,Daily Mail,London,,,https://www.proquest.com/docview/3197954238
unrelated,3197993950,Uganda urged to strengthen environmental safeguards in oil and gas sector,2025-04-30,Newspapers,,2029901,Daily Monitor,Camden,DE,,https://www.proquest.com/docview/3197993950
worthwhile,3198122442,"Department of Atomic Energy celebrates 40 years, plans to enhance nuclear energy regulation and public awareness",2025-05-01,Newspapers,,4371404,Malay Mail Online,,,,https://www.proquest.com/docview/3198122442
worthwhile,3198147218,SNP’s ‘senseless’ nuclear ban ‘damaging Scotland’,2025-05-01,Newspapers,"['Taggart, Emma']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3198147218
risk,3198832704,$30BN CHANGE OF CLIMATE,2025-05-02,Newspapers,,42763,The Australian,Surry Hills,NSW,,https://www.proquest.com/docview/3198832704
risk,3198832768,"National security, living standards are on the line",2025-05-02,Newspapers,,42763,The Australian,Surry Hills,NSW,,https://www.proquest.com/docview/3198832768
risk,3198832868,COALITION’S $30BN CHANGE OF CLIMATE,2025-05-02,Newspapers,,42763,The Australian,Surry Hills,NSW,,https://www.proquest.com/docview/3198832868
risk,3198834585,"National security, living standards are on the line",2025-05-02,Newspapers,,42763,The Australian,Surry Hills,NSW,,https://www.proquest.com/docview/3198834585
risk,3198844778,"ER Report: A Roundup of Significant Articles on EveningReport.nz for May 2, 2025",2025-05-02,Newspapers,,5425109,EveningReport.nz,NEW DELHI,,,https://www.proquest.com/docview/3198844778
worthwhile,3198881574,Spain has a crazy plan to scrap nuclear by 2035. Britain must run the other way,2025-05-02,Newspapers,,33554,The Daily Telegraph,Tonbridge,,,https://www.proquest.com/docview/3198881574
worthwhile,3198999310,Britain has precious little time to heed the warnings from Spain’s blackout,2025-05-02,Newspapers,"['Marlow, Ben']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3198999310
risk,3199013176,Election 2025: Coalition’s $30bn change of climate for energy market,2025-05-01,Newspapers,"['Chambers, Geoff', 'Cranston, Matthew']",636359,The Australian (Online),Surry Hills,NSW,,https://www.proquest.com/docview/3199013176
risk,3199158965,"This campaign, regrettably, has fallen way short of the contest of ideas that circumstances demand",2025-05-01,Newspapers,,636359,The Australian (Online),Surry Hills,NSW,,https://www.proquest.com/docview/3199158965
unrelated,3199514972,Spain/Portugal: Fact check - Did wind and solar really cause Portugal and Spain's mass blackout?,2025-05-05,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3199514972
worthwhile,3199555234,Look to Spain for a glimpse of our emissions-free future,2025-05-03,Newspapers,,42764,Weekend Australian,Surry Hills,NSW,,https://www.proquest.com/docview/3199555234
risk,3199555738,The pain in Spain will be ours if Labor reigns,2025-05-03,Newspapers,,42789,The Daily Telegraph,Surry Hills,NSW,,https://www.proquest.com/docview/3199555738
risk,3199563381,The United States is at risk of a Spanish-style electricity meltdown,2025-05-02,Newspapers,"['Furchtgott-Roth, Diana']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3199563381
risk,3199563953,"Vikki Campion: Import hot tennis players from Spain, not a blueprint to run Australia",2025-05-02,Newspapers,"['Campion, Vikki']",636369,The Daily Telegraph (Online),Surry Hills,NSW,,https://www.proquest.com/docview/3199563953
risk,3199811311,This election is a historic chance to end our energy self-harm,2025-05-02,Newspapers,"['Kenny, Chris']",636359,The Australian (Online),Surry Hills,NSW,,https://www.proquest.com/docview/3199811311
risk,3199812068,Memories faltering on health risks of nuclear,2025-05-04,Newspapers,,44202,Sunday Age,Sydney,New South Wales,,https://www.proquest.com/docview/3199812068
unrelated,3199812468,Our memory's faltering of nuclear's health risks,2025-05-04,Newspapers,,44089,Sun-Herald,Sydney,New South Wales,,https://www.proquest.com/docview/3199812468
risk,3200004610,Lord Blunkett: Net zero push risks making Labour toxic to voters,2025-05-04,Newspapers,"['Penna, Dominic']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3200004610
worthwhile,3200383727,Steps to boost private energy economy,2025-05-06,Newspapers,"['Zheng, Xin']",2030588,China Daily,BEIJING,,,https://www.proquest.com/docview/3200383727
worthwhile,3200383964,Steps to boost private energy economy,2025-05-06,Newspapers,"['Zheng, Xin']",2030555,China Daily,BEIJING,,,https://www.proquest.com/docview/3200383964
risk,3200793232,EU power grid needs trillion-dollar upgrade to avert Spain-style blackouts,2025-05-06,Newspapers,,38707,Cyprus Mail,Camden,DE,,https://www.proquest.com/docview/3200793232
worthwhile,3201164041,The building blocks of an India-U.S. energy future,2025-05-08,Newspapers,,866348,The Hindu,Chennai,Tamil Nadu,,https://www.proquest.com/docview/3201164041
risk,3201548675,Ireland’s path is clear: ‘Electricity is the future’,2025-05-09,Newspapers,,27283,Irish Times,Dublin,,,https://www.proquest.com/docview/3201548675
unrelated,3201594559,"China, Russia foster green partnership",2025-05-09,Newspapers,"['Zheng, Xin']",2030555,China Daily,BEIJING,,,https://www.proquest.com/docview/3201594559
unrelated,3201594560,"China, Russia foster green partnership",2025-05-09,Newspapers,"['Zheng, Xin']",2030588,China Daily,BEIJING,,,https://www.proquest.com/docview/3201594560
unrelated,3201718483,"Australia is set to be a renewables nation. After Labor’s win, there’s no turning back",2025-05-08,Newspapers,,5425109,EveningReport.nz,NEW DELHI,,,https://www.proquest.com/docview/3201718483
unrelated,3201731483,Egypt urges stronger support for developing nations to meet climate goals at Copenhagen Dialogue,2025-05-07,Newspapers,,38557,Daily News Egypt,Camden,DE,,https://www.proquest.com/docview/3201731483
risk,3201747625,Illinois Municipal Electric Agency faces long-term contract uncertainties,2025-05-08,Newspapers,"['Shea, Jennifer']",45433,The Bond Buyer,NEW YORK,NY,,https://www.proquest.com/docview/3201747625
worthwhile,3201769832,Norway: The Minister of Energy's speech at Nordic Electricy Markets Forum,2025-05-08,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3201769832
worthwhile,3201881397,Miliband's grand vision of Britain's net zero future is blown to smithereens,2025-05-09,Newspapers,,33554,The Daily Telegraph,Tonbridge,,,https://www.proquest.com/docview/3201881397
worthwhile,3201918834,Ed Miliband’s net zero target is now in tatters,2025-05-09,Newspapers,"['Marlow, Ben']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3201918834
unrelated,3201955922,"China, Russia foster green partnership",2025-05-09,Newspapers,,2032725,People's Daily,Beijing,,,https://www.proquest.com/docview/3201955922
unrelated,3201963614,America’s focus on factories is misguided,2025-05-09,Newspapers,"['Tayob, Rashaad']",4821773,Business Day,Saxonwold,,,https://www.proquest.com/docview/3201963614
unrelated,3202692867,"Việt Nam, Russia issue joint statement on major orientations for comprehensive strategic partnership in new period",2025-05-11,Newspapers,,4371406,Viet Nam News,,,,https://www.proquest.com/docview/3202692867
risk,3202930304,"From nuclear to nature laws, here’s where new Liberal leader Sussan Ley stands on 4 energy and environment flashpoints",2025-05-13,Newspapers,,5425109,EveningReport.nz,NEW DELHI,,,https://www.proquest.com/docview/3202930304
worthwhile,3203098813,Egis appoints Regional Director for Nuclear,2025-05-13,Newspapers,,38562,TradeArabia,Camden,DE,,https://www.proquest.com/docview/3203098813
risk,3203200729,Briefs,2025-05-14,Newspapers,,2040384,The Australian Financial Review,Pyrmont,NSW,,https://www.proquest.com/docview/3203200729
unrelated,3203230023,Brazil: Alexandre Silveira reinforces commitment to energy transition during business seminar in China,2025-05-12,Newspapers,,2050693,Brazil Business News,NEW DELHI,,,https://www.proquest.com/docview/3203230023
unrelated,3203404988,Letters to the Editor,2025-05-14,Newspapers,,42763,The Australian,Surry Hills,NSW,,https://www.proquest.com/docview/3203404988
worthwhile,3203842889,Liberal Party rebuild must champion lower income tax,2025-05-15,Newspapers,"['Kehoe, John']",2040384,The Australian Financial Review,Pyrmont,NSW,,https://www.proquest.com/docview/3203842889
unrelated,3203847188,Delusional optimism to believe Labor on productivity,2025-05-13,Newspapers,,636359,The Australian (Online),Surry Hills,NSW,,https://www.proquest.com/docview/3203847188
worthwhile,3203983748,Solar vs. nuclear: Rival candidates float contrasting energy policies,2025-05-15,Newspapers,,2046300,The Korea Times,Seoul,,,https://www.proquest.com/docview/3203983748
risk,3204572239,India’s nuclear ambitions: Can Bharat Small Reactors trigger a 100 GW chain reaction?,2025-05-16,Newspapers,"['Podishetti, Akash']",29263,The Economic Times,New Delhi,,,https://www.proquest.com/docview/3204572239
unrelated,3204596717,Thumping Win Changes Rules of The Game,2025-05-17,Newspapers,"['Tillett, Andrew']",2040384,The Australian Financial Review,Pyrmont,NSW,,https://www.proquest.com/docview/3204596717
risk,3204597325,Big Step To Green Energy Reality,2025-05-17,Newspapers,"['Cropp, Ryan']",2040384,The Australian Financial Review,Pyrmont,NSW,,https://www.proquest.com/docview/3204597325
worthwhile,3204699094,CGNPC takes steps to ensure ample fuel supply for projects,2021-12-06,Newspapers,"['Zheng, Xin']",2030555,China Daily,BEIJING,,,https://www.proquest.com/docview/3204699094
unrelated,3204765069,"13 Energy Stocks to Buy Even as Oil Prices Fall, According to Roundtable Pros; OPEC is pumping, and shale producers are pulling up rigs. Our experts see plenty of opportunities in the sector's upheaval.",2025-05-16,Newspapers,"['Salzman, Avi']",2048938,Barron's (Online),South Brunswick,NJ,,https://www.proquest.com/docview/3204765069
unrelated,3204777498,"Vietnam/Russia: Vietnam, Russia issue joint statement on major orientations for comprehensive strategic partnership in new period",2025-05-19,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3204777498
unrelated,3205369927,Qatar-Turkiye economic partnership yet to reach full potential: Turkish Minister,2025-05-19,Newspapers,,2026746,The Peninsula,Camden,DE,,https://www.proquest.com/docview/3205369927
unrelated,3205646492,"13 Energy Stocks to Buy Even as Oil Prices Fall, According to Roundtable Pros; OPEC is pumping, and shale producers are pulling up rigs. Our experts see plenty of opportunities in the sector's upheaval.",2025-05-19,Newspapers,"['Salzman, Avi']",2048938,Barron's (Online),South Brunswick,NJ,,https://www.proquest.com/docview/3205646492
worthwhile,3205882662,Netherlands: Dutch Industry Reels as High Energy Prices Take Heavy Toll,2025-05-21,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3205882662
worthwhile,3205989039,"Berlin, Paris overcome rift over nuclear energy, French official says",2025-05-20,Newspapers,,38707,Cyprus Mail,Camden,DE,,https://www.proquest.com/docview/3205989039
risk,3206472622,"Donald Trump's tax and spending mega-bill to cost millions of jobs in US, drive up your bills",2025-05-22,Newspapers,,29263,The Economic Times,New Delhi,,,https://www.proquest.com/docview/3206472622
unrelated,3206662665,Consider Petronas-like model to develop Malaysia's REE industry - Ahmad Ibrahim,2025-05-23,Newspapers,,27292,Malay Mail,New Delhi,,,https://www.proquest.com/docview/3206662665
risk,3206739722,G.O.P. Aims to Cut Clean Energy Perks Flowing to Its Own Turf,2025-05-23,Newspapers,"['Plumer, Brad', 'Stevens, Harry']",45131,The New York Times,NEW YORK,NY,,https://www.proquest.com/docview/3206739722
unrelated,3206741026,Việt Nam-France comprehensive strategic partnership opens new horizons for cooperation,2025-05-22,Newspapers,,4371406,Viet Nam News,,,,https://www.proquest.com/docview/3206741026
worthwhile,3206994104,Trump Tax Bill Could 'Devastate' Clean Energy. Here Are the Few Bright Spots.,2025-05-23,Newspapers,"['Salzman, Avi']",2048938,Barron's (Online),South Brunswick,NJ,,https://www.proquest.com/docview/3206994104
risk,3207595511,Presidential candidates debated the wrong question: nuclear or renewables?,2025-05-26,Newspapers,"['Jae-yun, Shim']",2046300,The Korea Times,Seoul,,,https://www.proquest.com/docview/3207595511
risk,3207652414,Nuclear engineers want the industry to get 'unstuck' after years of bad PR. The AI boom could be the key.,2025-05-26,Newspapers,"['Perkel, Sarah']",4682318,Business Insider,New York,NY,,https://www.proquest.com/docview/3207652414
risk,3207671750,Scott's antisemitism blind spot,2025-05-27,Newspapers,,2040384,The Australian Financial Review,Pyrmont,NSW,,https://www.proquest.com/docview/3207671750
risk,3211847379,Nuclear power is having a renaissance. Here's what consultants say about the industry's future.,2025-05-27,Newspapers,"['Varanasi, Lakshmi']",4682318,Business Insider,New York,NY,,https://www.proquest.com/docview/3211847379
worthwhile,3212146393,2 reasons BlackRock sees upside ahead for one beaten-down corner of the stock market,2025-05-27,Newspapers,"['De Mott, Filip']",4682318,Business Insider,New York,NY,,https://www.proquest.com/docview/3212146393
worthwhile,3212464034,France ready to accompany Việt Nam in energy transition: French President,2025-05-27,Newspapers,,4371406,Viet Nam News,,,,https://www.proquest.com/docview/3212464034
unrelated,3212506598,Youm-e-Takbir: A heraldry of Pak strategic prowess in SA,2025-05-28,Newspapers,,55155,Pakistan Observer,,,,https://www.proquest.com/docview/3212506598
worthwhile,3212835586,US flip can be boost for UK clean energy sector,2025-05-29,Newspapers,"['Crossland, Michael']",27174,The Yorkshire Post,Tunbridge Wells,,,https://www.proquest.com/docview/3212835586
risk,3212885398,Presidential candidates debated the wrong question: nuclear or renewables?,2025-05-29,Newspapers,"['Hyun-kyung, Kang']",2046300,The Korea Times,Seoul,,,https://www.proquest.com/docview/3212885398
worthwhile,3213212276,India’s energy ascendancy: Navigating growth and sustainability,2025-05-29,Newspapers,,3882661,The Sentinel,NEW DELHI,,,https://www.proquest.com/docview/3213212276
worthwhile,3213443510,A new legal architecture for nuclear power sector,2025-05-29,Newspapers,,29618,The Hindustan Times,New Delhi,,,https://www.proquest.com/docview/3213443510
unrelated,3214389141,Cross-pollination of ideas for a greener Zim,2025-06-02,Newspapers,,2029773,The Standard,Camden,DE,,https://www.proquest.com/docview/3214389141
worthwhile,3214404499,Miliband needs to abandon his fxation with renewables at the expense of everything else,2025-06-02,Newspapers,,33554,The Daily Telegraph,Tonbridge,,,https://www.proquest.com/docview/3214404499
risk,3214463976,The Spanish socialist nightmare that serves as a warning to Starmer’s Britain,2025-06-02,Newspapers,"['Steafel, Eleanor']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3214463976
worthwhile,3214689822,Ed Miliband is strangling Britain’s nuclear power potential,2025-06-02,Newspapers,"['Orlowski, Andrew']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3214689822
worthwhile,3215233861,Mark Zuckerberg saves nuclear plant from closure with 20-year power deal,2025-06-03,Newspapers,"['Field, Matthew']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3215233861
worthwhile,3215329635,Zuckerberg saves nuclear plant from closure,2025-06-04,Newspapers,,33554,The Daily Telegraph,Tonbridge,,,https://www.proquest.com/docview/3215329635
risk,3215336444,Civil groups to ADB: Drop harmful 'big-ticket' projects,2025-06-03,Newspapers,,2032451,Business Mirror,,,,https://www.proquest.com/docview/3215336444
risk,3215589967,Constellation's Meta Contract Saved a Plant. More Deals Could Be on the Way.,2025-06-04,Newspapers,,2048938,Barron's (Online),South Brunswick,NJ,,https://www.proquest.com/docview/3215589967
worthwhile,3215630126,Nuclear power is having a renaissance. Here's what consultants say about the industry's future.,2025-06-04,Newspapers,"['Varanasi, Lakshmi']",4682318,Business Insider,New York,NY,,https://www.proquest.com/docview/3215630126
unrelated,3215957432,"UNICAT catalysts, process tech boost KSA petchem efficiency",2025-06-05,Newspapers,,50677,Oil & Gas News,Camden,DE,,https://www.proquest.com/docview/3215957432
worthwhile,3216105328,Should India amend its nuclear energy laws?,2025-06-06,Newspapers,,866348,The Hindu,Chennai,Tamil Nadu,,https://www.proquest.com/docview/3216105328
worthwhile,3216197864,GPSC accelerates green energy development according to Decarbonization roadmap,2025-06-05,Newspapers,,4368386,Vietnam News Gazette,,,,https://www.proquest.com/docview/3216197864
worthwhile,3216224941,Clean energy investment rising despite economic uncertainty: IEA,2025-06-06,Newspapers,,39814,The Mercury,Johannesburg,,,https://www.proquest.com/docview/3216224941
worthwhile,3216225184,Clean energy investment rising despite economic uncertainty: IEA,2025-06-06,Newspapers,,39818,The Star,Johannesburg,,,https://www.proquest.com/docview/3216225184
worthwhile,3216225621,Clean energy investment rising despite economic uncertainty: IEA,2025-06-06,Newspapers,,27299,Cape Times,Johannesburg,,,https://www.proquest.com/docview/3216225621
unrelated,3216609281,US clean energy policy and its implications for Asia,2025-06-08,Newspapers,"['Jae-yun, Shim']",2046300,The Korea Times,Seoul,,,https://www.proquest.com/docview/3216609281
worthwhile,3216683593,UN Nuclear Chief Warns of 'Catastrophic' Iran Crisis,2025-06-07,Newspapers,,4371401,Sri Lanka Guardian,,,,https://www.proquest.com/docview/3216683593
risk,3216744339,POWER FAILURE,2025-06-09,Newspapers,,33554,The Daily Telegraph,Tonbridge,,,https://www.proquest.com/docview/3216744339
worthwhile,3216976649,Coalition must face energy issue as substance not style,2025-06-10,Newspapers,,42763,The Australian,Surry Hills,NSW,,https://www.proquest.com/docview/3216976649
worthwhile,3217161699,What’s behind Keir Starmer’s decision to back nuclear power?,2025-06-10,Newspapers,,35249,The Guardian,London,,,https://www.proquest.com/docview/3217161699
worthwhile,3217206792,"Power ministry announces additional Rs.5,400 cr VGF for 30 GWh battery energy storage",2025-06-10,Newspapers,,75999,Mint,New Delhi,,,https://www.proquest.com/docview/3217206792
risk,3217214812,"The Guardian view on Labour’s nuclear bet: big promises, but bigger questions remain unanswered",2025-06-10,Newspapers,,35249,The Guardian,London,,,https://www.proquest.com/docview/3217214812
worthwhile,3217277412,UK goes nuclear as outage fears rise,2025-06-11,Newspapers,,42763,The Australian,Surry Hills,NSW,,https://www.proquest.com/docview/3217277412
risk,3217282242,This vision for Britain’s nuclear future is to be warmly welcomed,2025-06-11,Newspapers,,2042848,The Independent (Daily Edition),London,,,https://www.proquest.com/docview/3217282242
risk,3217283998,Miliband has got his nuclear plans wrong. Here’s what we should do,2025-06-10,Newspapers,"['Porter, Kathryn']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3217283998
risk,3217386609,Record numbers in nuclear as fossils shift accelerates,2025-06-11,Newspapers,"['Jones, Alan']",25381,The Post,London,,,https://www.proquest.com/docview/3217386609
risk,3217757025,Great British Energy’s budget has been nuked,2025-06-11,Newspapers,"['Pratley, Nils']",35249,The Guardian,London,,,https://www.proquest.com/docview/3217757025
risk,3217758041,A reversal in US climate policy will send renewables investors packing – and Australia can reap the benefits,2025-06-12,Newspapers,,5425109,EveningReport.nz,NEW DELHI,,,https://www.proquest.com/docview/3217758041
risk,3217807353,The winners and losers of Rachel Reeves’s spending review,2025-06-11,Newspapers,,1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3217807353
unrelated,3217819952,MIT Turns Soda Cans and Sea Water Into Green Hydrogen,2025-06-11,Newspapers,,2040502,Yerepouni Daily News,Camden,DE,,https://www.proquest.com/docview/3217819952
risk,3217851634,The SNP hate nuclear power – and maybe they are right,2025-06-12,Newspapers,,45319,The Herald,Mc Lean,VA,,https://www.proquest.com/docview/3217851634
worthwhile,3217857257,Startups Plot an Ambitious Reboot Of U.S.'s Nuclear-Energy Program,2025-06-12,Newspapers,"['Somerville, Heather']",10482,Wall Street Journal,South Brunswick,NJ,,https://www.proquest.com/docview/3217857257
worthwhile,3218241773,"State should consider nuclear power option, says EirGrid chairman",2025-06-13,Newspapers,,27283,Irish Times,Dublin,,,https://www.proquest.com/docview/3218241773
risk,3218454789,"Spending billions on unclean, risky energy? What a nuclear waste",2025-06-13,Newspapers,,35249,The Guardian,London,,,https://www.proquest.com/docview/3218454789
worthwhile,3218525790,Reboot of the US nuclear energy program,2025-06-14,Newspapers,,42764,Weekend Australian,Surry Hills,NSW,,https://www.proquest.com/docview/3218525790
risk,3218567205,Power plants urgently needed,2025-06-14,Newspapers,"['Wetzel, Daniel']",54211,Welt am Sonntag,Berlin,,,https://www.proquest.com/docview/3218567205
risk,3218567605,Climate targets under pressure,2025-06-14,Newspapers,"['Klauth, Jan', 'Seibel, Karsten']",54211,Welt am Sonntag,Berlin,,,https://www.proquest.com/docview/3218567605
worthwhile,3218577955,"Innovations, challenges and wary optimism; Global Energy Show shines spotlight on more than just oil and gas as it wraps up",2025-06-13,Newspapers,"['Wilhelm, Steven']",47083,Calgary Herald,Toronto,Ontario,,https://www.proquest.com/docview/3218577955
risk,3218698273,POWER failure,2025-06-15,Newspapers,"['VEVERS, DAN']",45312,Sunday Mail,London,,,https://www.proquest.com/docview/3218698273
worthwhile,3218741145,Rachel's gone on a £4trillion,2025-06-15,Newspapers,"['Murray-West, Rosie']",45309,Mail on Sunday,London,,,https://www.proquest.com/docview/3218741145
worthwhile,3218741387,Rachel's gone on a,2025-06-15,Newspapers,"['Murray-West, Rosie']",45309,Mail on Sunday,London,,,https://www.proquest.com/docview/3218741387
unrelated,3218757426,Study claims gas can replace coal in Asia,2025-06-16,Newspapers,"['Cropp, Ryan']",2040384,The Australian Financial Review,Pyrmont,NSW,,https://www.proquest.com/docview/3218757426
worthwhile,3218757854,European Union: Commission assesses nuclear investment needs by 2050 in view of decarbonisation and competitiveness goals,2025-06-16,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3218757854
worthwhile,3218757905,European Union: Questions and answers on the 8th illustrative programme for nuclear (PINC),2025-06-16,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3218757905
risk,3219344470,Perils of India's Amended Civil Liability Nuclear Laws,2025-06-18,Newspapers,,646540,Daily Times,New Delhi,,,https://www.proquest.com/docview/3219344470
unrelated,3219346372,Remitly Stock Jumps As Senate Eases Remittance Tax. But Many Immigrants Still On The Hook.,2025-06-17,Newspapers,"['Arancibia, Juan Carlos']",7122126,Investor's Business Daily (Online),South Brunswick,NJ,,https://www.proquest.com/docview/3219346372
worthwhile,3219366783,Uzbekistan Moves Toward a Sustainable Energy Future,2025-06-17,Newspapers,,646303,Uzbekistan National News Agency (UzA),Camden,DE,,https://www.proquest.com/docview/3219366783
worthwhile,3219473120,New Policies Spark Optimism for Uranium Market Revival,2025-06-17,Newspapers,,2040502,Yerepouni Daily News,Camden,DE,,https://www.proquest.com/docview/3219473120
risk,3219853427,AI runs on dirty power — and the public pays the price,2025-06-18,Newspapers,"['Beckler, Hannah', 'Ho, Rosemarie', 'Thomas, Ellen']",4682318,Business Insider,New York,NY,,https://www.proquest.com/docview/3219853427
risk,3219909022,Targeting nuclear plants in Iran and Ukraine: Playing with fire,2025-06-19,Newspapers,,55068,Indian Express,NEW DELHI,,,https://www.proquest.com/docview/3219909022
worthwhile,3222250961,"Invest in nuclear energy: DBS cites opportunities in mining, utilities stocks",2025-06-19,Newspapers,"['Pillai, Sharanya']",33677,The Business Times,News Centre,,,https://www.proquest.com/docview/3222250961
unrelated,3222392935,GBA Briefs,2025-06-20,Newspapers,,2030555,China Daily,BEIJING,,,https://www.proquest.com/docview/3222392935
worthwhile,3222646827,"India: English Translation of Prime Minister's address during the G7 Outreach Session on Energy Security (June 17, 2025)",2025-06-23,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3222646827
risk,3222723114,Heatwaves to set off net zero meltdown,2025-06-21,Newspapers,,33554,The Daily Telegraph,Tonbridge,,,https://www.proquest.com/docview/3222723114
worthwhile,3222744112,"Under China’s Threat, Taiwan Needs Its Own Power Sources More Than Ever",2025-06-21,Newspapers,"['Tobin, Meaghan']",45131,The New York Times,NEW YORK,NY,,https://www.proquest.com/docview/3222744112
worthwhile,3222860012,"Atlantic Canada can't afford to miss any more opportunities; In an op-ed piece, New Brunswick MP says the region is well-positioned to lead on nationbuilding projects",2025-06-21,Newspapers,"['Long, Wayne']",40381,Telegraph-Journal,Toronto,Ontario,,https://www.proquest.com/docview/3222860012
risk,3222872510,Miliband's £8bn energy company is sliding into irrelevance,2025-06-22,Newspapers,,32356,The Sunday Telegraph,Tonbridge,,,https://www.proquest.com/docview/3222872510
risk,3222933633,Prabowo charts independent course by skipping G-7 for Russia visit,2025-06-22,Newspapers,"['Arshad, Arlina']",33108,The Straits Times,News Centre,,,https://www.proquest.com/docview/3222933633
worthwhile,3222949460,Catalysts of change: China's energy strategy could offer lessons for the PHL's carbon path,2025-06-22,Newspapers,,2032451,Business Mirror,,,,https://www.proquest.com/docview/3222949460
risk,3222950462,How governments can get best bang for climate buck,2025-06-23,Newspapers,"['Fitzsimmons, Caitlin']",44841,Sydney Morning Herald,Sydney,New South Wales,,https://www.proquest.com/docview/3222950462
risk,3222950600,How governments can get best bang for climate buck,2025-06-23,Newspapers,"['Fitzsimmons, Caitlin']",43154,The Age,Sydney,New South Wales,,https://www.proquest.com/docview/3222950600
worthwhile,3222964497,Rolls-Royce plots market domination after ‘Turbo Tufan’s’ turnaround,2025-06-22,Newspapers,"['Jasper, Christopher']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3222964497
risk,3222964600,Ed Miliband’s £8bn pet project is sliding into irrelevance,2025-06-22,Newspapers,"['Oliver, Matt']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3222964600
worthwhile,3223040166,Letters,2025-06-23,Newspapers,,42789,The Daily Telegraph,Surry Hills,NSW,,https://www.proquest.com/docview/3223040166
worthwhile,3223395707,Tanzania charts path towards nuclear-powered electricity,2025-06-23,Newspapers,,2029756,The Citizen,Camden,DE,,https://www.proquest.com/docview/3223395707
worthwhile,3223436726,Electricity bill cut for 1000s of firms,2025-06-24,Newspapers,"['Hughes, Owen']",26178,Daily Post,London,,,https://www.proquest.com/docview/3223436726
